Last Name,First Name,Middle Name,Suffix,Sex/Gender,Age,Birthdate,Years of Residency,Unit/Blk/Street,Purok,Brgy,Municipality,Province,Region
Baldwin,Kenneth,Lance,,Male,71,1954-12-25,34,9081-B Santol Avenue,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Sanchez,Joseph,Jessica,III,Male,69,1956-12-12,44,3473 Antares Avenue,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Sean,Adrienne,Jr.,Female,25,2000-03-09,7,9348 Shepherd Road Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Fleming,Stephen,Nicholas,Jr.,Female,87,1938-04-10,42,2644 Venus Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Lozano,Aaron,Cindy,Sr.,Female,68,1957-02-28,7,3180 B Acacia Extension,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Berg,Michael,Heather,Sr.,Female,57,1968-08-09,6,4319G Chan Avenue,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Carlson,Jennifer,Anthony,Sr.,Male,21,2004-09-20,0,9452 Unit G Sapphire Drive,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Evans,Glenn,Emma,,Male,63,1962-08-01,3,1952 Unit A Kamias Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Gray,James,Walter,,Male,30,1995-09-12,7,2829 Unit A 53rd Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Mullins,Krystal,Jacqueline,Sr.,Female,55,1970-06-04,7,3273 E Mercury Boulevard,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Edwards,Paul,Chad,Jr.,Male,70,1955-06-05,41,6625 Aries Drive,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Arnold,Jean,Jennifer,Sr.,Male,42,1983-04-05,2,2333-C Berg Road,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Butler,Susan,Nathan,Jr.,Male,31,1994-04-04,3,1988-H 60th Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Phelps,Charles,Shawn,Sr.,Male,43,1982-06-20,12,9211 Nelson Highway,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Campbell,Kimberly,Sarah,III,Female,68,1957-10-03,48,8114 A Amethyst Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Mcfarland,Carol,Andrea,Jr.,Male,58,1967-12-08,8,5562 B Zodiac Avenue,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Gibson,Edward,Amanda,Sr.,Male,76,1949-04-05,38,7766 Lapis Lazuli Avenue,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Mullen,James,Lindsay,III,Female,63,1962-04-17,7,38 H Anahaw Drive,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Sweeney,Ryan,Sharon,III,Female,49,1976-06-23,29,9454 Amber Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Cole,Katherine,Daniel,Sr.,Male,61,1964-07-23,39,9448E Miller Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Robertson,Gina,Keith,,Male,67,1958-07-27,38,5036 C 39th Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Rivers,Paul,Marissa,,Male,31,1994-01-27,1,7725B Santol Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Banks,James,Suzanne,Jr.,Female,39,1986-01-16,14,3859 Dungon Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Martinez,Heather,Jennifer,III,Male,71,1954-09-20,27,79 34th Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Smith,Darren,Brenda,III,Female,70,1955-02-08,14,4711 Lapis Lazuli Extension,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Wyatt,Jessica,Walter,,Male,38,1987-06-23,9,5770 Zircon Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Velez,Charles,Calvin,,Male,57,1968-08-07,22,2323 H Catmon Road,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Martinez,Carolyn,Nicole,,Female,31,1994-04-24,8,6868 Hibok-Hibok Drive Extension,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Klein,Katherine,Jessica,,Male,75,1950-05-10,37,8744G Farmer Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Barrett,Kenneth,Joseph,III,Male,59,1966-07-03,25,4577-B Emerald Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Rodriguez,Tammy,Charles,III,Female,76,1949-01-27,3,8608 Miller Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Gibson,Adam,Fred,Sr.,Male,43,1982-05-01,5,5999 J Brooks Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Hawkins,James,Olivia,Jr.,Male,24,2001-02-23,5,5564 H Cresta Road Extension,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Scott,Donald,Karen,,Female,79,1946-05-09,1,4216-J Malinao Extension,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Knight,John,Joseph,Jr.,Female,49,1976-06-26,18,2780 A Anahaw Boulevard,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Thornton,Ryan,Renee,,Female,58,1967-07-25,14,6040 D Narra Extension,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Lamb,Timothy,James,,Male,66,1959-08-04,24,5290 D Emerald Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Clay,Christian,Kenneth,,Male,27,1998-05-31,4,6356C Hernandez Drive,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Young,Kevin,Casey,III,Female,90,1935-07-23,19,9276 Unit C Nelson Road,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Morgan,Linda,Carrie,Jr.,Female,75,1950-02-21,40,2197C Dudley Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Jennifer,Dale,Jr.,Female,66,1959-06-08,39,8581 Camia Street,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Judith,Andrew,,Female,75,1950-11-22,5,9566 Unit H Earth Drive,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Gordon,Veronica,Mallory,III,Male,35,1990-10-15,1,4366 Opal Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Rose,Kevin,Gloria,Sr.,Male,43,1982-12-03,13,9150 Bulusan Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Wang,Samuel,Megan,,Male,23,2002-02-19,0,4075 Iriga Boulevard Extension,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Dorsey,Sherry,Paul,,Female,53,1972-12-11,30,1901 Venus Road,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Khan,April,Stephanie,,Female,79,1946-07-09,25,4549 F Caraballo Road,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Stephens,Amy,Justin,III,Female,47,1978-11-01,13,4989 Unit A Pinatubo Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Burton,John,Alexander,III,Male,66,1959-03-31,1,3746E Orion Street,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Chandler,Curtis,Denise,Sr.,Male,58,1967-01-10,17,2935 Acacia Road,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Avery,Adrian,William,Sr.,Female,59,1966-12-28,22,4055 F Campanilla Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Robertson,Robert,Suzanne,III,Female,46,1979-01-11,3,8315 Unit B 25th Avenue,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Joseph,Kevin,,Male,38,1987-08-03,19,31H Pao Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Mendez,Geoffrey,Sarah,,Female,23,2002-06-28,5,4651 Caldwell Road,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Hughes,John,Mary,Jr.,Female,88,1937-09-19,70,5036 Mars Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Clay,Doris,Elizabeth,Sr.,Female,33,1992-11-12,9,99 Atok Road,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Boyd,Tara,James,Jr.,Male,37,1988-07-23,12,1258-B Lloyd Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Taylor,Maurice,Michael,,Male,47,1978-07-19,1,7662D Sineguelas Service Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Stone,Jesse,Karen,III,Female,62,1963-09-11,35,6705 Unit G Amber Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Farley,Eric,Tiffany,Sr.,Male,86,1939-09-22,41,1744 Samat Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Sullivan,Eric,Jasmine,,Female,19,2006-07-25,0,7274 Duncan Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Williamson,Richard,Crystal,Jr.,Male,57,1968-09-02,9,8238 19th Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Russell,Daniel,Eugene,Sr.,Female,67,1958-09-01,16,6644 Leo Street,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Conley,Molly,David,III,Female,90,1935-01-28,26,4012 Brown Road Extension,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Burns,Rachel,Angela,Jr.,Male,46,1979-10-12,8,7284 Unit I 70th Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Wright,Christina,Jasmine,Sr.,Female,79,1946-09-10,51,8930 Unit D 16th Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Nichols,Kimberly,Jenna,,Male,60,1965-07-31,6,6930-I Rosas Drive Extension,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Cox,Paul,Cody,Sr.,Female,61,1964-07-27,13,6608 20th Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Hill,Gerald,Kimberly,,Female,33,1992-07-24,9,2906 Unit E 41st Drive Extension,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Dean,Anna,Melissa,Sr.,Female,67,1958-10-05,22,6867 Moonstone Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Cline,Beverly,Alan,Jr.,Male,30,1995-07-05,5,8715H Hibok-Hibok Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Ford,Kelly,Amy,,Female,78,1947-09-24,5,4394 Clay Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Ross,Michael,Gregory,Jr.,Male,62,1963-07-29,12,679 Gemini Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Terrell,Ronald,Brian,,Male,28,1997-09-24,7,756 Unit F Mars Road Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Jones,James,Eileen,Jr.,Male,31,1994-12-11,2,3365 A Caraballo Service Road,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Scott,Christine,John,Sr.,Male,45,1980-01-11,5,5919 1st Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Nguyen,Jean,Scott,Jr.,Female,37,1988-04-01,9,7711 Oleander Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Mercado,Joseph,Kelly,Sr.,Female,62,1963-08-09,6,540 Zhang Highway,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Bolton,Kerry,Samantha,,Female,43,1982-09-24,22,3539 57th Drive Extension,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Floyd,Elizabeth,Olivia,Sr.,Female,70,1955-01-25,25,4590 Atok Boulevard,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Walker,Craig,Laura,III,Male,37,1988-08-27,4,1983 Topaz Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Bennett,Paul,Michael,Sr.,Male,87,1938-12-26,64,5278 Unit B Comet Road,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Hall,Michael,John,III,Male,48,1977-06-05,26,1752 Villa Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Morgan,Danielle,Troy,,Female,86,1939-10-29,67,5925 89th Drive,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Hodges,Ryan,Karen,III,Female,63,1962-02-22,21,6451-E Campanilla Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Gonzales,Marie,Jennifer,III,Male,89,1936-01-26,36,2518 G Azucena Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Wagner,Steven,Larry,Sr.,Male,70,1955-05-10,18,3016 Smith Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Olsen,Trevor,Brian,,Male,86,1939-06-20,31,2873 Cresta Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Harris,Katie,Matthew,Jr.,Female,84,1941-01-19,36,1216 Jacaranda Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Wilcox,Matthew,Christopher,,Male,30,1995-10-22,11,3265 Nipa Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Padilla,Douglas,Kristen,,Female,26,1999-07-16,6,2732 24th Extension,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Santiago,Eric,Kristin,Sr.,Male,35,1990-06-22,13,5062 G Palali Drive,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Nguyen,John,William,,Female,49,1976-11-18,0,5330 Topaz Highway,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Wood,Cathy,Heather,,Male,65,1960-07-28,17,9888-C 76th Avenue,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Ramirez,Brandi,Laura,Sr.,Female,44,1981-09-21,25,2253 Gladiola Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Thomas,Manuel,Robert,,Male,40,1985-06-08,20,3925 Diamond Street,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Ruiz,Eric,Barbara,,Male,40,1985-06-11,16,6365 Ellis Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Martinez,Brian,Laura,,Male,36,1989-12-05,15,120 Virgo Extension,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Taylor,Dan,Lori,,Male,75,1950-08-31,31,954 Unit F Topaz Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Howard,David,Lisa,Jr.,Female,27,1998-11-23,0,8333 Peridot Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Cook,Heather,Daryl,,Male,63,1962-08-25,19,6080 9th Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Young,Denise,Nathan,Jr.,Female,44,1981-10-02,10,2874 B Peridot Road,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Hudson,Tiffany,Marc,Jr.,Female,40,1985-02-03,22,8669 Unit J Chaney Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Franklin,Tammy,Sarah,Jr.,Female,75,1950-10-29,2,871 Unit F 64th Boulevard Extension,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Butler,Brian,Anita,,Male,54,1971-01-25,1,4624 C Milflower Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Singleton,Olivia,Alex,,Male,45,1980-04-15,8,5335 Jacaranda Road Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Wheeler,Jennifer,Amy,III,Female,61,1964-01-25,21,1056-E Balete Drive,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Davis,Tina,Mary,,Male,60,1965-12-25,41,7069 Hercules Extension,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Martinez,Claire,Amy,Jr.,Female,87,1938-06-09,34,8085 82nd Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Jones,Erica,Scott,Sr.,Female,51,1974-08-02,7,5984 J 17th Highway,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Robinson,Morgan,Marcia,Sr.,Female,23,2002-10-11,4,4027H Banahaw Drive,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Yang,Thomas,Joan,III,Female,75,1950-04-09,3,3613 D Supa Avenue,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Wallace,Victoria,William,,Male,35,1990-01-03,13,7883 Andromeda Drive,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Jackson,Danielle,Kimberly,Sr.,Male,84,1941-05-12,43,6787 Unit C Cresta Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Murray,Jeffrey,Mark,III,Female,47,1978-07-28,25,7182 Ruby Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Norman,Thomas,Morgan,III,Male,45,1980-05-23,6,6699-B Miller Street,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Hernandez,Rodney,Jeffrey,Jr.,Male,48,1977-03-13,2,1295 85th Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Blackwell,Matthew,Amanda,Sr.,Male,66,1959-02-14,29,3228 Gumamela Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Freeman,Alyssa,Margaret,Sr.,Female,77,1948-07-16,16,7641-H Henry Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Hernandez,Richard,Charles,,Female,45,1980-06-02,17,7031 Sims Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Barber,Mary,Stephen,III,Female,31,1994-09-26,4,9782 D Libra Drive,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Cummings,Stephanie,Adam,,Male,20,2005-09-08,0,1753 Balimbing Road Extension,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Prince,April,Dawn,,Male,84,1941-01-09,46,375-C Bishop Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Jenkins,Janet,Tammy,Jr.,Female,67,1958-12-05,11,454 Unit E 3rd Avenue,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Spencer,Joel,Alyssa,Sr.,Male,72,1953-08-10,50,6900 Taylor Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Obrien,Brenda,Nicholas,,Female,22,2003-03-18,2,4504 Topaz Boulevard,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Carpenter,Patricia,Jeremy,Sr.,Female,40,1985-05-24,19,6230 Gemini Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Williams,Charles,Kelly,Jr.,Female,81,1944-01-05,41,6622 85th Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Moreno,Samantha,Patrick,Jr.,Male,74,1951-04-13,3,2450D Palali Street,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Calderon,Rachel,Michael,Sr.,Male,80,1945-06-09,56,4792 Onyx Drive Extension,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Holland,Tami,Joseph,,Male,68,1957-01-04,50,9768 B 71st Boulevard,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Robbins,Nicole,Sara,,Female,76,1949-08-03,25,4584 Unit B Kaimito Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Smith,Kevin,Andrew,III,Male,63,1962-10-02,34,4580-A 95th Road,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Berger,Brandon,Jeffrey,,Male,29,1996-10-05,7,537 25th Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Welch,Rebecca,Lucas,,Male,29,1996-08-03,3,200-I Palanan Service Road,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Greer,Isaac,Kevin,Sr.,Male,24,2001-01-14,6,1428 Unit J Pisces Avenue Extension,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Glenn,Joseph,Ashley,III,Male,25,2000-02-28,5,2108 Unit A Aries Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Soto,Jessica,Ashley,,Male,70,1955-04-27,51,4845 Unit E Atok Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Williams,Renee,Kevin,,Male,84,1941-11-23,0,3053 Unit E Dungon Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Campbell,John,Hannah,Jr.,Male,52,1973-02-02,17,7984 H Arayat Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Marshall,Lisa,Darren,,Female,61,1964-08-26,29,8808 H Molave Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Knight,Brian,Thomas,,Male,36,1989-04-02,1,8331-G Bulusan Avenue,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Allen,Carlos,Austin,Jr.,Male,61,1964-06-01,20,7448 75th Avenue,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Gonzales,Robert,Erica,Sr.,Male,86,1939-02-23,57,8555 Gloriosa Drive,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Robinson,Hector,Denise,,Female,46,1979-04-29,3,7444B Sierra Madre Avenue,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Weaver,James,Kristen,Jr.,Male,46,1979-10-18,28,1714 H 16th Boulevard,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Weiss,Rachel,Brandy,Sr.,Male,44,1981-07-25,23,2835 Ruby Boulevard Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Pearson,Robert,Ashley,III,Female,46,1979-05-08,14,7986 Sardonyx Street,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Munoz,Joshua,Michael,,Female,84,1941-06-13,3,7198A Turquoise Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Castaneda,Donna,Sheila,,Male,85,1940-11-24,35,3126D Emerald Road,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Dennis,Craig,Linda,Sr.,Male,51,1974-08-29,30,2625A Leo Drive,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Newton,Diana,Tara,,Male,84,1941-06-15,63,5111 Turquoise Extension,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Davis,Ralph,Michelle,III,Male,40,1985-04-09,9,7792D Hutchinson Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Petty,Austin,Michael,,Male,42,1983-04-24,23,2109 98th Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Hays,Brian,Kevin,Sr.,Female,19,2006-10-24,1,1693 Unit G Camachile Drive Extension,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Allen,Jennifer,Benjamin,,Male,83,1942-08-17,35,7035 Unit B Banahaw Street,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Stewart,Megan,Adam,,Male,47,1978-08-11,14,5461 Jade Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Garcia,Deanna,Wayne,,Female,40,1985-09-13,14,3429 Gladiola Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Wade,Colleen,Patricia,,Male,55,1970-12-02,25,5277 Johns Extension,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Morales,Elizabeth,Joshua,III,Female,22,2003-04-17,2,3314-B Gardner Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Schneider,Sharon,Ashley,,Male,23,2002-08-06,1,9388 Pao Drive,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
House,Jack,Dennis,,Female,40,1985-08-14,10,5277-A 90th Drive Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Reed,Linda,Bryan,,Male,88,1937-09-07,55,7098 Andromeda Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Beasley,Natasha,Lauren,III,Female,79,1946-01-12,2,8624 Unit I 13th Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Jackson,Sarah,Susan,Jr.,Female,68,1957-01-24,10,9636 D Pisces Drive,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Wright,Lisa,Jennifer,Jr.,Female,38,1987-11-16,12,1772 Uranus Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Salinas,Robert,Thomas,,Female,56,1969-05-18,34,5299-H Scorpio Street,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Fox,George,Kimberly,III,Male,54,1971-12-15,28,9715-F Amber Drive,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Williams,Stacy,Melanie,Sr.,Female,75,1950-02-22,41,417 Malinao Road,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Sean,William,Jr.,Male,75,1950-10-31,4,3687 E 74th Street,Purok 2,Poblacion I,Amadeo,Cavite,Region IV-A
Wilson,Joel,Marc,Sr.,Female,32,1993-08-02,9,49 Agate Road,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Velazquez,Amanda,Laura,Sr.,Male,45,1980-03-27,2,851-A Palanan Road,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Wilkins,Scott,Joseph,Jr.,Female,59,1966-02-17,6,3705 Emerald Avenue,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Lee,Julie,Cheyenne,Jr.,Male,90,1935-05-01,37,9379 Powell Drive,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Williamson,Maureen,Ronald,,Female,35,1990-06-26,2,3670C Lara Drive,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Padilla,Jonathan,Jennifer,,Female,34,1991-01-07,1,2360 49th Avenue,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Carter,Preston,Tonya,Sr.,Male,18,2007-08-15,0,2243 Unit E Arayat Avenue,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Rodriguez,John,Maria,III,Male,35,1990-06-11,1,5699 Comet Avenue,Purok 7,Poblacion I,Amadeo,Cavite,Region IV-A
Hill,Kenneth,Daniel,III,Male,76,1949-05-05,6,5495 Sampaloc Service Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Rodriguez,Peter,Michael,,Female,66,1959-04-27,43,954 Iriga Street,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Rose,Cody,Barry,Sr.,Male,34,1991-07-20,7,8536 Hibok-Hibok Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Sanders,Lisa,Wendy,III,Male,35,1990-07-17,15,7451D James Street,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
Martinez,Megan,Sara,Sr.,Male,22,2003-06-18,3,3996 Neptune Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Davis,Anthony,Alicia,,Female,49,1976-03-17,24,801 Squash Avenue,Purok 5,Poblacion I,Amadeo,Cavite,Region IV-A
Harris,Donna,Kimberly,Jr.,Female,35,1990-05-29,8,3912 58th Street,Purok 1,Poblacion I,Amadeo,Cavite,Region IV-A
Johnson,Seth,Jacob,III,Male,45,1980-07-08,18,42-C Sicaba Road,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Vance,Rachel,Lindsay,,Male,80,1945-05-07,11,1287 91st Street,Purok 3,Poblacion I,Amadeo,Cavite,Region IV-A
Macias,Lisa,Melanie,III,Male,70,1955-10-11,44,9552 Canopus Road,Purok 6,Poblacion I,Amadeo,Cavite,Region IV-A
Young,Kristen,Keith,III,Male,66,1959-07-05,21,8921 Comet Drive Extension,Purok 4,Poblacion I,Amadeo,Cavite,Region IV-A
